,datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,hour_sin,hour_cos
25,2004-03-11 19:00:00,11/03/2004,19.00.00,6.9,1776.0,27.4,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,19,3,3,-0.9659258262890684,0.2588190451025203
26,2004-03-11 20:00:00,11/03/2004,20.00.00,6.1,1640.0,24.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,20,3,3,-0.8660254037844386,0.5000000000000001
27,2004-03-11 21:00:00,11/03/2004,21.00.00,3.9,1313.0,12.8,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,21,3,3,-0.7071067811865477,0.7071067811865474
28,2004-03-11 22:00:00,11/03/2004,22.00.00,1.5,965.0,4.7,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,22,3,3,-0.5000000000000004,0.8660254037844384
29,2004-03-11 23:00:00,11/03/2004,23.00.00,1.0,913.0,2.6,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,23,3,3,-0.2588190451025215,0.965925826289068
30,2004-03-12 00:00:00,12/03/2004,00.00.00,1.7,1080.0,5.9,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,0,4,3,0.0,1.0
31,2004-03-12 01:00:00,12/03/2004,01.00.00,1.9,1044.0,6.4,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,4,3,0.2588190451025207,0.9659258262890684
32,2004-03-12 02:00:00,12/03/2004,02.00.00,1.4,988.0,4.1,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,2,4,3,0.4999999999999999,0.8660254037844387
33,2004-03-12 03:00:00,12/03/2004,03.00.00,0.8,889.0,1.9,,1680.0,,1187.0,512.0,7.0,62.3,0.6261,3,4,3,0.7071067811865475,0.7071067811865476
34,2004-03-12 04:00:00,12/03/2004,04.00.00,,831.0,1.1,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,4,4,3,0.8660254037844386,0.5000000000000001
35,2004-03-12 05:00:00,12/03/2004,05.00.00,0.6,847.0,1.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,5,4,3,0.9659258262890684,0.2588190451025207
36,2004-03-12 06:00:00,12/03/2004,06.00.00,0.8,927.0,1.8,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,6,4,3,1.0,6.123233995736766e-17
37,2004-03-12 07:00:00,12/03/2004,07.00.00,1.4,1091.0,4.4,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,7,4,3,0.9659258262890684,-0.2588190451025206
38,2004-03-12 08:00:00,12/03/2004,08.00.00,4.4,1587.0,17.9,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,8,4,3,0.8660254037844387,-0.4999999999999998
39,2004-03-12 09:00:00,12/03/2004,09.00.00,,1545.0,22.1,,767.0,,2058.0,1588.0,9.2,56.2,0.6561,9,4,3,0.7071067811865476,-0.7071067811865475
40,2004-03-12 10:00:00,12/03/2004,10.00.00,3.1,1350.0,14.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,10,4,3,0.4999999999999999,-0.8660254037844387
41,2004-03-12 11:00:00,12/03/2004,11.00.00,2.7,1263.0,11.6,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,11,4,3,0.258819045102521,-0.9659258262890682
42,2004-03-12 12:00:00,12/03/2004,12.00.00,2.1,1206.0,10.2,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12,4,3,1.2246467991473532e-16,-1.0
43,2004-03-12 13:00:00,12/03/2004,13.00.00,2.5,1252.0,11.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,13,4,3,-0.2588190451025208,-0.9659258262890684
44,2004-03-12 14:00:00,12/03/2004,14.00.00,2.7,1287.0,12.8,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,14,4,3,-0.4999999999999998,-0.8660254037844388
45,2004-03-12 15:00:00,12/03/2004,15.00.00,2.9,1353.0,14.2,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,15,4,3,-0.7071067811865471,-0.7071067811865479
46,2004-03-12 16:00:00,12/03/2004,16.00.00,2.8,1309.0,12.7,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,16,4,3,-0.8660254037844384,-0.5000000000000004
47,2004-03-12 17:00:00,12/03/2004,17.00.00,2.4,1274.0,11.7,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,17,4,3,-0.9659258262890684,-0.2588190451025206
48,2004-03-12 18:00:00,12/03/2004,18.00.00,3.9,1510.0,19.3,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,18,4,3,-1.0,-1.8369701987210294e-16
49,2004-03-12 19:00:00,12/03/2004,19.00.00,3.7,1525.0,18.2,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,19,4,3,-0.9659258262890684,0.2588190451025203
50,2004-03-12 20:00:00,12/03/2004,20.00.00,6.6,1843.0,32.6,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,20,4,3,-0.8660254037844386,0.5000000000000001
51,2004-03-12 21:00:00,12/03/2004,21.00.00,4.4,1598.0,20.1,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,21,4,3,-0.7071067811865477,0.7071067811865474
52,2004-03-12 22:00:00,12/03/2004,22.00.00,3.5,1484.0,14.3,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,22,4,3,-0.5000000000000004,0.8660254037844384
53,2004-03-12 23:00:00,12/03/2004,23.00.00,5.4,1677.0,21.8,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,23,4,3,-0.2588190451025215,0.965925826289068
54,2004-03-13 00:00:00,13/03/2004,00.00.00,2.7,1280.0,9.6,193.0,963.0,113.0,1544.0,1285.0,9.5,64.1,0.7597,0,5,3,0.0,1.0
55,2004-03-13 01:00:00,13/03/2004,01.00.00,1.9,1196.0,7.4,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,1,5,3,0.2588190451025207,0.9659258262890684
56,2004-03-13 02:00:00,13/03/2004,02.00.00,1.6,1184.0,5.4,83.0,1176.0,82.0,1365.0,1043.0,8.8,63.9,0.7256,2,5,3,0.4999999999999999,0.8660254037844387
57,2004-03-13 03:00:00,13/03/2004,03.00.00,1.7,1172.0,5.4,,1179.0,,1380.0,996.0,7.8,67.5,0.7173,3,5,3,0.7071067811865475,0.7071067811865476
58,2004-03-13 04:00:00,13/03/2004,04.00.00,,1147.0,6.2,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158,4,5,3,0.8660254037844386,0.5000000000000001
59,2004-03-13 05:00:00,13/03/2004,05.00.00,1.0,978.0,2.6,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,5,5,3,0.9659258262890684,0.2588190451025207
60,2004-03-13 06:00:00,13/03/2004,06.00.00,1.2,1100.0,2.9,53.0,1406.0,60.0,1268.0,835.0,7.2,67.5,0.6887,6,5,3,1.0,6.123233995736766e-17
61,2004-03-13 07:00:00,13/03/2004,07.00.00,1.5,1112.0,5.1,139.0,1228.0,77.0,1409.0,940.0,6.3,71.9,0.6932,7,5,3,0.9659258262890684,-0.2588190451025206
62,2004-03-13 08:00:00,13/03/2004,08.00.00,2.7,1336.0,11.8,256.0,935.0,96.0,1678.0,1192.0,6.5,71.6,0.6945,8,5,3,0.8660254037844387,-0.4999999999999998
63,2004-03-13 09:00:00,13/03/2004,09.00.00,3.7,1408.0,15.1,295.0,830.0,119.0,1777.0,1411.0,9.6,59.7,0.7124,9,5,3,0.7071067811865476,-0.7071067811865475
64,2004-03-13 10:00:00,13/03/2004,10.00.00,3.2,1447.0,12.9,250.0,869.0,126.0,1667.0,1465.0,12.4,51.2,0.7335,10,5,3,0.4999999999999999,-0.8660254037844387
65,2004-03-13 11:00:00,13/03/2004,11.00.00,4.1,1542.0,16.1,296.0,808.0,158.0,1780.0,1583.0,15.6,42.2,0.7451,11,5,3,0.258819045102521,-0.9659258262890682
66,2004-03-13 12:00:00,13/03/2004,12.00.00,3.6,1451.0,14.0,239.0,875.0,161.0,1679.0,1387.0,18.4,33.8,0.709,12,5,3,1.2246467991473532e-16,-1.0
67,2004-03-13 13:00:00,13/03/2004,13.00.00,2.8,1328.0,12.3,153.0,987.0,124.0,1600.0,1101.0,19.4,31.3,0.695,13,5,3,-0.2588190451025208,-0.9659258262890684
68,2004-03-13 14:00:00,13/03/2004,14.00.00,2.0,1207.0,8.6,118.0,1088.0,102.0,1488.0,850.0,18.0,34.8,0.7127,14,5,3,-0.4999999999999998,-0.8660254037844388
69,2004-03-13 15:00:00,13/03/2004,15.00.00,2.0,1240.0,9.2,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042,15,5,3,-0.7071067811865471,-0.7071067811865479
70,2004-03-13 16:00:00,13/03/2004,16.00.00,2.5,1306.0,10.2,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,16,5,3,-0.8660254037844384,-0.5000000000000004
71,2004-03-13 17:00:00,13/03/2004,17.00.00,2.3,1326.0,10.6,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,17,5,3,-0.9659258262890684,-0.2588190451025206
72,2004-03-13 18:00:00,13/03/2004,18.00.00,3.2,1473.0,15.5,227.0,831.0,148.0,1779.0,1395.0,16.1,41.0,0.7451,18,5,3,-1.0,-1.8369701987210294e-16
73,2004-03-13 19:00:00,13/03/2004,19.00.00,4.2,1609.0,19.6,277.0,758.0,165.0,1922.0,1612.0,15.8,42.4,0.7569,19,5,3,-0.9659258262890684,0.2588190451025203
74,2004-03-13 20:00:00,13/03/2004,20.00.00,4.2,1611.0,19.2,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,20,5,3,-0.8660254037844386,0.5000000000000001
75,2004-03-13 21:00:00,13/03/2004,21.00.00,4.2,1621.0,18.3,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,21,5,3,-0.7071067811865477,0.7071067811865474
76,2004-03-13 22:00:00,13/03/2004,22.00.00,3.1,1444.0,13.1,214.0,844.0,143.0,1748.0,1624.0,14.6,48.6,0.806,22,5,3,-0.5000000000000004,0.8660254037844384
77,2004-03-13 23:00:00,13/03/2004,23.00.00,2.6,1418.0,10.9,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,23,5,3,-0.2588190451025215,0.965925826289068
78,2004-03-14 00:00:00,14/03/2004,00.00.00,2.9,1534.0,11.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,0,6,3,0.0,1.0
79,2004-03-14 01:00:00,14/03/2004,01.00.00,2.8,1484.0,11.9,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,1,6,3,0.2588190451025207,0.9659258262890684
80,2004-03-14 02:00:00,14/03/2004,02.00.00,2.5,1367.0,8.6,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,2,6,3,0.4999999999999999,0.8660254037844387
81,2004-03-14 03:00:00,14/03/2004,03.00.00,2.4,1344.0,9.7,,921.0,,1620.0,1278.0,11.6,63.4,0.8674,3,6,3,0.7071067811865475,0.7071067811865476
82,2004-03-14 04:00:00,14/03/2004,04.00.00,,1130.0,5.2,70.0,1130.0,82.0,1452.0,1051.0,12.1,61.1,0.8603,4,6,3,0.8660254037844386,0.5000000000000001
83,2004-03-14 05:00:00,14/03/2004,05.00.00,1.2,1062.0,3.7,53.0,1272.0,70.0,1377.0,929.0,11.5,63.1,0.8533,5,6,3,0.9659258262890684,0.2588190451025207
84,2004-03-14 06:00:00,14/03/2004,06.00.00,1.0,1076.0,2.5,44.0,1395.0,63.0,1333.0,872.0,11.6,62.2,0.8473,6,6,3,1.0,6.123233995736766e-17
85,2004-03-14 07:00:00,14/03/2004,07.00.00,0.9,1028.0,2.4,74.0,1384.0,67.0,1340.0,853.0,10.4,67.6,0.853,7,6,3,0.9659258262890684,-0.2588190451025206
86,2004-03-14 08:00:00,14/03/2004,08.00.00,1.4,1155.0,4.2,101.0,1225.0,84.0,1414.0,959.0,11.6,62.7,0.853,8,6,3,0.8660254037844387,-0.4999999999999998
87,2004-03-14 09:00:00,14/03/2004,09.00.00,1.6,1235.0,6.4,118.0,1055.0,83.0,1527.0,1093.0,12.4,60.0,0.8627,9,6,3,0.7071067811865476,-0.7071067811865475
88,2004-03-14 10:00:00,14/03/2004,10.00.00,2.2,1332.0,8.6,144.0,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728,10,6,3,0.4999999999999999,-0.8660254037844387
89,2004-03-14 11:00:00,14/03/2004,11.00.00,2.8,1445.0,10.9,176.0,878.0,114.0,1696.0,1355.0,16.9,46.1,0.8789,11,6,3,0.258819045102521,-0.9659258262890682
90,2004-03-14 12:00:00,14/03/2004,12.00.00,2.8,1416.0,10.7,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,12,6,3,1.2246467991473532e-16,-1.0
91,2004-03-14 13:00:00,14/03/2004,13.00.00,2.0,1281.0,7.5,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,13,6,3,-0.2588190451025208,-0.9659258262890684
92,2004-03-14 14:00:00,14/03/2004,14.00.00,1.8,1207.0,7.5,103.0,1104.0,102.0,1490.0,872.0,21.4,30.2,0.7616,14,6,3,-0.4999999999999998,-0.8660254037844388
93,2004-03-14 15:00:00,14/03/2004,15.00.00,1.9,1258.0,8.2,112.0,1081.0,107.0,1511.0,900.0,21.9,29.0,0.7525,15,6,3,-0.7071067811865471,-0.7071067811865479
94,2004-03-14 16:00:00,14/03/2004,16.00.00,3.0,1458.0,11.9,170.0,974.0,129.0,1646.0,1099.0,22.2,28.4,0.7516,16,6,3,-0.8660254037844384,-0.5000000000000004
95,2004-03-14 17:00:00,14/03/2004,17.00.00,2.9,1438.0,12.0,180.0,943.0,128.0,1668.0,1206.0,21.3,30.8,0.7696,17,6,3,-0.9659258262890684,-0.2588190451025206
96,2004-03-14 18:00:00,14/03/2004,18.00.00,2.5,1478.0,12.2,160.0,929.0,121.0,1671.0,1262.0,19.7,36.7,0.8307,18,6,3,-1.0,-1.8369701987210294e-16
97,2004-03-14 19:00:00,14/03/2004,19.00.00,4.6,1808.0,20.6,261.0,753.0,157.0,1993.0,1698.0,18.4,41.7,0.8732,19,6,3,-0.9659258262890684,0.2588190451025203
98,2004-03-14 20:00:00,14/03/2004,20.00.00,5.9,1898.0,23.1,325.0,681.0,173.0,2103.0,1905.0,17.6,46.1,0.921,20,6,3,-0.8660254037844386,0.5000000000000001
99,2004-03-14 21:00:00,14/03/2004,21.00.00,3.4,1560.0,14.7,217.0,784.0,146.0,1818.0,1648.0,16.7,49.6,0.932,21,6,3,-0.7071067811865477,0.7071067811865474
100,2004-03-14 22:00:00,14/03/2004,22.00.00,2.1,1324.0,9.0,146.0,924.0,121.0,1587.0,1423.0,16.3,51.0,0.9341,22,6,3,-0.5000000000000004,0.8660254037844384
101,2004-03-14 23:00:00,14/03/2004,23.00.00,2.2,1349.0,8.8,152.0,933.0,119.0,1617.0,1349.0,14.7,55.9,0.9314,23,6,3,-0.2588190451025215,0.965925826289068
102,2004-03-15 00:00:00,15/03/2004,00.00.00,1.8,1239.0,7.4,104.0,985.0,99.0,1547.0,1250.0,14.8,54.7,0.9164,0,0,3,0.0,1.0
103,2004-03-15 01:00:00,15/03/2004,01.00.00,1.8,1239.0,6.9,106.0,1010.0,93.0,1543.0,1174.0,14.0,57.0,0.9094,1,0,3,0.2588190451025207,0.9659258262890684
104,2004-03-15 02:00:00,15/03/2004,02.00.00,1.8,1224.0,7.0,108.0,998.0,88.0,1566.0,1149.0,13.4,61.3,0.9361,2,0,3,0.4999999999999999,0.8660254037844387
105,2004-03-15 03:00:00,15/03/2004,03.00.00,1.1,1078.0,4.4,,1128.0,,1487.0,1021.0,12.6,63.5,0.923,3,0,3,0.7071067811865475,0.7071067811865476
106,2004-03-15 04:00:00,15/03/2004,04.00.00,,1078.0,4.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351,4,0,3,0.8660254037844386,0.5000000000000001
107,2004-03-15 05:00:00,15/03/2004,05.00.00,1.0,1075.0,3.9,88.0,1156.0,74.0,1464.0,1010.0,11.9,67.4,0.9375,5,0,3,0.9659258262890684,0.2588190451025207
108,2004-03-15 06:00:00,15/03/2004,06.00.00,1.4,1157.0,6.4,138.0,1030.0,80.0,1584.0,1083.0,11.4,70.5,0.9475,6,0,3,1.0,6.123233995736766e-17
109,2004-03-15 07:00:00,15/03/2004,07.00.00,2.2,1314.0,9.7,228.0,897.0,89.0,1710.0,1235.0,11.3,70.2,0.9401,7,0,3,0.9659258262890684,-0.2588190451025206
110,2004-03-15 08:00:00,15/03/2004,08.00.00,5.5,1797.0,25.9,360.0,652.0,114.0,2323.0,1680.0,12.4,63.9,0.917,8,0,3,0.8660254037844387,-0.4999999999999998
111,2004-03-15 09:00:00,15/03/2004,09.00.00,8.1,1961.0,36.7,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076,9,0,3,0.7071067811865476,-0.7071067811865475
112,2004-03-15 10:00:00,15/03/2004,10.00.00,5.8,1771.0,26.6,394.0,622.0,157.0,2262.0,1973.0,17.4,45.6,0.8993,10,0,3,0.4999999999999999,-0.8660254037844387
113,2004-03-15 11:00:00,15/03/2004,11.00.00,4.2,1564.0,20.1,319.0,710.0,155.0,2029.0,1798.0,19.8,38.5,0.8801,11,0,3,0.258819045102521,-0.9659258262890682
114,2004-03-15 12:00:00,15/03/2004,12.00.00,3.1,1430.0,14.1,201.0,831.0,134.0,1783.0,1522.0,22.0,34.1,0.8904,12,0,3,1.2246467991473532e-16,-1.0
115,2004-03-15 13:00:00,15/03/2004,13.00.00,2.9,1417.0,14.9,171.0,830.0,119.0,1831.0,1404.0,23.3,32.2,0.9096,13,0,3,-0.2588190451025208,-0.9659258262890684
116,2004-03-15 14:00:00,15/03/2004,14.00.00,2.9,1400.0,15.4,159.0,838.0,111.0,1829.0,1263.0,23.9,30.0,0.8757,14,0,3,-0.4999999999999998,-0.8660254037844388
117,2004-03-15 15:00:00,15/03/2004,15.00.00,2.5,1317.0,12.1,153.0,926.0,104.0,1707.0,1137.0,24.4,28.9,0.8736,15,0,3,-0.7071067811865471,-0.7071067811865479
118,2004-03-15 16:00:00,15/03/2004,16.00.00,2.3,1318.0,11.5,143.0,950.0,99.0,1675.0,1068.0,24.4,29.4,0.8848,16,0,3,-0.8660254037844384,-0.5000000000000004
119,2004-03-15 17:00:00,15/03/2004,17.00.00,2.8,1445.0,14.8,156.0,857.0,110.0,1824.0,1252.0,23.8,31.3,0.9137,17,0,3,-0.9659258262890684,-0.2588190451025206
120,2004-03-15 18:00:00,15/03/2004,18.00.00,6.1,1917.0,32.1,314.0,631.0,162.0,2447.0,1843.0,22.5,35.4,0.9547,18,0,3,-1.0,-1.8369701987210294e-16
121,2004-03-15 19:00:00,15/03/2004,19.00.00,8.0,2040.0,39.2,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,19,0,3,-0.9659258262890684,0.2588190451025203
122,2004-03-15 20:00:00,15/03/2004,20.00.00,6.5,1895.0,31.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,20,0,3,-0.8660254037844386,0.5000000000000001
123,2004-03-15 21:00:00,15/03/2004,21.00.00,4.2,1595.0,19.9,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786,21,0,3,-0.7071067811865477,0.7071067811865474
124,2004-03-15 22:00:00,15/03/2004,22.00.00,3.2,1439.0,15.3,193.0,764.0,125.0,1856.0,1494.0,15.7,60.2,1.0654,22,0,3,-0.5000000000000004,0.8660254037844384
125,2004-03-15 23:00:00,15/03/2004,23.00.00,1.4,1142.0,6.9,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,23,0,3,-0.2588190451025215,0.965925826289068
126,2004-03-16 00:00:00,16/03/2004,00.00.00,2.1,1304.0,11.1,127.0,852.0,103.0,1731.0,1272.0,14.1,65.7,1.0494,0,1,3,0.0,1.0
127,2004-03-16 01:00:00,16/03/2004,01.00.00,1.2,1074.0,5.4,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148,1,1,3,0.2588190451025207,0.9659258262890684
128,2004-03-16 02:00:00,16/03/2004,02.00.00,0.8,968.0,2.8,43.0,1320.0,61.0,1386.0,867.0,14.8,59.2,0.9879,2,1,3,0.4999999999999999,0.8660254037844387
129,2004-03-16 03:00:00,16/03/2004,03.00.00,0.7,929.0,2.3,,1376.0,,1364.0,826.0,13.6,62.1,0.9636,3,1,3,0.7071067811865475,0.7071067811865476
130,2004-03-16 04:00:00,16/03/2004,04.00.00,,941.0,2.6,59.0,1316.0,59.0,1373.0,840.0,12.3,66.2,0.945,4,1,3,0.8660254037844386,0.5000000000000001
131,2004-03-16 05:00:00,16/03/2004,05.00.00,0.6,937.0,2.0,38.0,1412.0,52.0,1348.0,793.0,12.8,63.2,0.9283,5,1,3,0.9659258262890684,0.2588190451025207
132,2004-03-16 06:00:00,16/03/2004,06.00.00,0.9,1017.0,3.5,82.0,1246.0,64.0,1418.0,870.0,11.2,68.5,0.9081,6,1,3,1.0,6.123233995736766e-17
133,2004-03-16 07:00:00,16/03/2004,07.00.00,1.3,1171.0,5.1,99.0,1162.0,70.0,1467.0,930.0,11.0,66.5,0.8705,7,1,3,0.9659258262890684,-0.2588190451025206
134,2004-03-16 08:00:00,16/03/2004,08.00.00,3.4,1541.0,16.2,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,8,1,3,0.8660254037844387,-0.4999999999999998
135,2004-03-16 09:00:00,16/03/2004,09.00.00,3.7,1539.0,19.7,229.0,698.0,95.0,2055.0,1507.0,13.6,56.3,0.8743,9,1,3,0.7071067811865476,-0.7071067811865475
136,2004-03-16 10:00:00,16/03/2004,10.00.00,5.3,1735.0,25.1,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,10,1,3,0.4999999999999999,-0.8660254037844387
137,2004-03-16 11:00:00,16/03/2004,11.00.00,4.1,1571.0,20.0,314.0,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,11,1,3,0.258819045102521,-0.9659258262890682
