datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,CO(GT)_lag_1,CO(GT)_lag_3,CO(GT)_lag_6,CO(GT)_lag_12,CO(GT)_lag_24,CO_roll_std,CO_roll_max,datetime,month,hour_sin,hour_cos,CO(GT)_rollmean_3,CO(GT)_rollstd_3,CO(GT)_rollmean_24,CO(GT)_rollstd_24
2004-03-11 04:00:00,11/03/2004,04.00.00,,1011.0,1.3,21.0,1818.0,34.0,1197.0,445.0,10.1,60.5,0.7465,4,3,0.6,1.0,1.6,,,,,2004-03-11 04:00:00,3,0.8660254037844386,0.5000000000000001,0.75,0.21213203435596,1.55,0.6687467549246293
2004-03-11 05:00:00,11/03/2004,05.00.00,0.7,1066.0,1.1,16.0,1918.0,28.0,1182.0,422.0,11.0,56.2,0.7366,5,3,,0.9,1.2,,,,,2004-03-11 05:00:00,3,0.9659258262890683,0.25881904510252074,0.6499999999999999,0.07071067811864157,1.4727272727272727,0.6842381297339531
2004-03-11 06:00:00,11/03/2004,06.00.00,0.7,1052.0,1.6,34.0,1738.0,48.0,1221.0,472.0,10.5,58.1,0.7353,6,3,0.7,0.6,1.2,2.6,,,,2004-03-11 06:00:00,3,1.0,6.123233995736766e-17,0.7,0.0,1.4083333333333332,0.6894771844512245
2004-03-11 07:00:00,11/03/2004,07.00.00,1.1,1144.0,3.2,98.0,1490.0,82.0,1339.0,730.0,10.2,59.6,0.7417,7,3,0.7,,1.0,2.0,,,,2004-03-11 07:00:00,3,0.9659258262890683,-0.25881904510252063,0.8333333333333334,0.23094010767584836,1.3846153846153846,0.6656402354702748
2004-03-11 08:00:00,11/03/2004,08.00.00,2.0,1333.0,8.0,174.0,1136.0,112.0,1517.0,1102.0,10.8,57.4,0.7408,8,3,1.1,0.7,0.9,2.2,,,,2004-03-11 08:00:00,3,0.8660254037844387,-0.49999999999999983,1.2666666666666666,0.6658328118479385,1.4285714285714286,0.6603362446844455
2004-03-11 09:00:00,11/03/2004,09.00.00,2.2,1351.0,9.5,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,9,3,2.0,0.7,0.6,2.2,,,,2004-03-11 09:00:00,3,0.7071067811865476,-0.7071067811865475,1.7666666666666666,0.5859465277082304,1.48,0.6667618979601553
2004-03-11 10:00:00,11/03/2004,10.00.00,1.7,1233.0,6.3,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,10,3,2.2,1.1,,1.6,,,,2004-03-11 10:00:00,3,0.49999999999999994,-0.8660254037844387,1.9666666666666668,0.25166114784235577,1.4937500000000001,0.6464969708616841
2004-03-11 11:00:00,11/03/2004,11.00.00,1.5,1179.0,5.0,95.0,1328.0,92.0,1362.0,671.0,10.5,57.9,0.7352,11,3,1.7,2.0,0.7,1.2,,,,2004-03-11 11:00:00,3,0.258819045102521,-0.9659258262890682,1.8,0.36055512754639724,1.4941176470588236,0.6259698357701572
2004-03-11 12:00:00,11/03/2004,12.00.00,1.6,1236.0,5.2,104.0,1301.0,95.0,1401.0,664.0,9.5,66.8,0.7951,12,3,1.5,2.2,0.7,1.2,,,,2004-03-11 12:00:00,3,1.2246467991473532e-16,-1.0,1.5999999999999999,0.09999999999999362,1.5,0.6077925342630348
2004-03-11 13:00:00,11/03/2004,13.00.00,1.9,1286.0,7.3,146.0,1162.0,112.0,1537.0,799.0,8.3,76.4,0.8393,13,3,1.6,1.7,1.1,1.0,,,,2004-03-11 13:00:00,3,-0.2588190451025208,-0.9659258262890683,1.6666666666666667,0.2081665999466101,1.5210526315789474,0.597754081140788
2004-03-11 14:00:00,11/03/2004,14.00.00,2.9,1371.0,11.5,207.0,983.0,128.0,1730.0,1037.0,8.0,81.1,0.8736,14,3,1.9,1.5,2.0,0.9,,,,2004-03-11 14:00:00,3,-0.4999999999999998,-0.8660254037844388,2.1333333333333333,0.6806859285554036,1.59,0.6584671194284655
2004-03-11 15:00:00,11/03/2004,15.00.00,2.2,1310.0,8.8,184.0,1082.0,126.0,1647.0,946.0,8.3,79.8,0.8778,15,3,2.9,1.6,2.2,0.6,,,,2004-03-11 15:00:00,3,-0.7071067811865471,-0.7071067811865479,2.3333333333333335,0.5131601439446871,1.619047619047619,0.6554533145991769
2004-03-11 16:00:00,11/03/2004,16.00.00,2.2,1292.0,8.3,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,16,3,2.2,1.9,1.7,,,,,2004-03-11 16:00:00,3,-0.8660254037844384,-0.5000000000000004,2.433333333333333,0.4041451884327362,1.6454545454545455,0.6515383062431284
2004-03-11 17:00:00,11/03/2004,17.00.00,2.9,1383.0,11.2,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,17,3,2.2,2.9,1.5,0.7,,,,2004-03-11 17:00:00,3,-0.9659258262890683,-0.25881904510252063,2.4333333333333336,0.4041451884327362,1.7,0.6882124407741869
2004-03-11 18:00:00,11/03/2004,18.00.00,4.8,1581.0,20.8,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,18,3,2.9,2.2,1.6,0.7,2.6,,,2004-03-11 18:00:00,3,-1.0,-1.8369701987210297e-16,3.2999999999999994,1.3453624047073702,1.7956521739130433,0.9295542728883878
2004-03-11 19:00:00,11/03/2004,19.00.00,6.9,1776.0,27.4,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,19,3,4.8,2.2,1.9,1.1,2.0,,,2004-03-11 19:00:00,3,-0.9659258262890684,0.2588190451025203,4.866666666666666,2.0008331597945217,2.008695652173913,1.4138641581522287
2004-03-11 20:00:00,11/03/2004,20.00.00,6.1,1640.0,24.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,20,3,6.9,2.9,2.9,2.0,2.2,,,2004-03-11 20:00:00,3,-0.8660254037844386,0.5000000000000001,5.933333333333333,1.0598742063723077,2.1782608695652175,1.651708900651116
2004-03-11 21:00:00,11/03/2004,21.00.00,3.9,1313.0,12.8,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,21,3,6.1,4.8,2.2,2.2,2.2,,,2004-03-11 21:00:00,3,-0.7071067811865477,0.7071067811865474,5.633333333333333,1.5534906930308041,2.252173913043478,1.6903118499843832
2004-03-11 22:00:00,11/03/2004,22.00.00,1.5,965.0,4.7,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,22,3,3.9,6.9,2.2,1.7,1.6,,,2004-03-11 22:00:00,3,-0.5000000000000004,0.8660254037844384,3.8333333333333335,2.3007245235649845,2.2478260869565214,1.6921931883095571
2004-03-11 23:00:00,11/03/2004,23.00.00,1.0,913.0,2.6,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,23,3,1.5,6.1,2.9,1.5,1.2,,,2004-03-11 23:00:00,3,-0.25881904510252157,0.9659258262890681,2.1333333333333333,1.5502687938977955,2.239130434782609,1.6983251456641795
2004-03-12 00:00:00,12/03/2004,00.00.00,1.7,1080.0,5.9,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,0,4,1.0,3.9,4.8,1.6,1.2,,,2004-03-12 00:00:00,3,0.0,1.0,1.4000000000000001,0.360555127546388,2.260869565217391,1.687585453845707
2004-03-12 01:00:00,12/03/2004,01.00.00,1.9,1044.0,6.4,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,4,1.7,1.5,6.9,1.9,1.0,,,2004-03-12 01:00:00,3,0.25881904510252074,0.9659258262890683,1.5333333333333332,0.4725815626252525,2.3,1.6673332000533065
2004-03-12 02:00:00,12/03/2004,02.00.00,1.4,988.0,4.1,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,2,4,1.9,1.0,6.1,2.9,0.9,,,2004-03-12 02:00:00,3,0.49999999999999994,0.8660254037844387,1.6666666666666667,0.2516611478423429,2.3217391304347825,1.6514336806487349
2004-03-12 03:00:00,12/03/2004,03.00.00,0.8,889.0,1.9,,1680.0,,1187.0,512.0,7.0,62.3,0.6261,3,4,1.4,1.7,3.9,2.2,0.6,,,2004-03-12 03:00:00,3,0.7071067811865475,0.7071067811865476,1.3666666666666665,0.5507570547286031,2.3304347826086955,1.642457909411904
2004-03-12 04:00:00,12/03/2004,04.00.00,,831.0,1.1,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,4,4,0.8,1.9,1.5,2.2,,,,2004-03-12 04:00:00,3,0.8660254037844386,0.5000000000000001,1.1,0.4242640687119103,2.3304347826086955,1.642457909411904
2004-03-12 05:00:00,12/03/2004,05.00.00,0.6,847.0,1.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,5,4,,1.4,1.0,2.9,0.7,,,2004-03-12 05:00:00,3,0.9659258262890683,0.25881904510252074,0.7,0.1414213562372559,2.3260869565217392,1.6470958992073808
2004-03-12 06:00:00,12/03/2004,06.00.00,0.8,927.0,1.8,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,6,4,0.6,0.8,1.7,4.8,0.7,,,2004-03-12 06:00:00,3,1.0,6.123233995736766e-17,0.7,0.1414213562372559,2.3304347826086955,1.642734633195153
2004-03-12 07:00:00,12/03/2004,07.00.00,1.4,1091.0,4.4,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,7,4,0.8,,1.9,6.9,1.1,,,2004-03-12 07:00:00,3,0.9659258262890683,-0.25881904510252063,0.9333333333333332,0.41633319989321727,2.3434782608695652,1.633686875237758
2004-03-12 08:00:00,12/03/2004,08.00.00,4.4,1587.0,17.9,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,8,4,1.4,0.6,1.4,6.1,2.0,,,2004-03-12 08:00:00,3,0.8660254037844387,-0.49999999999999983,2.1999999999999997,1.9287301521985891,2.4478260869565216,1.6865428774479334
2004-03-12 09:00:00,12/03/2004,09.00.00,,1545.0,22.1,,767.0,,2058.0,1588.0,9.2,56.2,0.6561,9,4,4.4,0.8,0.8,3.9,2.2,,,2004-03-12 09:00:00,3,0.7071067811865476,-0.7071067811865475,2.9,2.121320343559639,2.459090909090909,1.725345815139151
2004-03-12 10:00:00,12/03/2004,10.00.00,3.1,1350.0,14.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,10,4,,1.4,,1.5,1.7,,,2004-03-12 10:00:00,3,0.49999999999999994,-0.8660254037844387,3.75,0.9192388155425021,2.522727272727273,1.7218295414172011
2004-03-12 11:00:00,12/03/2004,11.00.00,2.7,1263.0,11.6,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,11,4,3.1,4.4,0.6,1.0,1.5,,,2004-03-12 11:00:00,3,0.258819045102521,-0.9659258262890682,2.9000000000000004,0.28284271247458537,2.5772727272727276,1.7068299265797977
2004-03-12 12:00:00,12/03/2004,12.00.00,2.1,1206.0,10.2,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12,4,2.7,,0.8,1.7,1.6,,,2004-03-12 12:00:00,3,1.2246467991473532e-16,-1.0,2.6333333333333333,0.5033222956847071,2.6,1.6964949861686116
2004-03-12 13:00:00,12/03/2004,13.00.00,2.5,1252.0,11.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,13,4,2.1,3.1,1.4,1.9,1.9,,,2004-03-12 13:00:00,3,-0.2588190451025208,-0.9659258262890683,2.4333333333333336,0.30550504633037345,2.6272727272727274,1.6895143901307481
2004-03-12 14:00:00,12/03/2004,14.00.00,2.7,1287.0,12.8,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,14,4,2.5,2.7,4.4,1.4,2.9,,,2004-03-12 14:00:00,3,-0.4999999999999998,-0.8660254037844388,2.433333333333333,0.30550504633037345,2.618181818181818,1.688514806296424
2004-03-12 15:00:00,12/03/2004,15.00.00,2.9,1353.0,14.2,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,15,4,2.7,2.1,,0.8,2.2,,,2004-03-12 15:00:00,3,-0.7071067811865471,-0.7071067811865479,2.6999999999999997,0.19999999999997622,2.6500000000000004,1.6868539327624634
2004-03-12 16:00:00,12/03/2004,16.00.00,2.8,1309.0,12.7,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,16,4,2.9,2.5,3.1,,2.2,,,2004-03-12 16:00:00,3,-0.8660254037844384,-0.5000000000000004,2.8000000000000003,0.09999999999995277,2.6772727272727272,1.6840800281238242
2004-03-12 17:00:00,12/03/2004,17.00.00,2.4,1274.0,11.7,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,17,4,2.8,2.7,2.7,0.6,2.9,,,2004-03-12 17:00:00,3,-0.9659258262890683,-0.25881904510252063,2.6999999999999997,0.26457513110644115,2.6545454545454543,1.6843049358364761
2004-03-12 18:00:00,12/03/2004,18.00.00,3.9,1510.0,19.3,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,18,4,2.4,2.9,2.1,0.8,4.8,,,2004-03-12 18:00:00,3,-1.0,-1.8369701987210297e-16,3.033333333333333,0.7767453465153968,2.6136363636363638,1.6400625581986785
2004-03-12 19:00:00,12/03/2004,19.00.00,3.7,1525.0,18.2,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,19,4,3.9,2.8,2.5,1.4,6.9,,,2004-03-12 19:00:00,3,-0.9659258262890684,0.2588190451025203,3.3333333333333335,0.814452781524702,2.4681818181818183,1.359757108434956
2004-03-12 20:00:00,12/03/2004,20.00.00,6.6,1843.0,32.6,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,20,4,3.7,2.4,2.7,4.4,6.1,,,2004-03-12 20:00:00,3,-0.8660254037844386,0.5000000000000001,4.733333333333333,1.6196707484341755,2.490909090909091,1.4259196166848789
2004-03-12 21:00:00,12/03/2004,21.00.00,4.4,1598.0,20.1,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,21,4,6.6,3.9,2.9,,3.9,,,2004-03-12 21:00:00,3,-0.7071067811865477,0.7071067811865474,4.8999999999999995,1.513274595042152,2.5136363636363637,1.4531723768052967
2004-03-12 22:00:00,12/03/2004,22.00.00,3.5,1484.0,14.3,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,22,4,4.4,3.7,2.8,3.1,1.5,,,2004-03-12 22:00:00,3,-0.5000000000000004,0.8660254037844384,4.833333333333333,1.594783161854088,2.604545454545455,1.4492944992148917
2004-03-12 23:00:00,12/03/2004,23.00.00,5.4,1677.0,21.8,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,23,4,3.5,6.6,2.4,2.7,1.0,,,2004-03-12 23:00:00,3,-0.25881904510252157,0.9659258262890681,4.433333333333334,0.9504384952922111,2.8045454545454547,1.519234541824794
2004-03-13 00:00:00,13/03/2004,00.00.00,2.7,1280.0,9.6,193.0,963.0,113.0,1544.0,1285.0,9.5,64.1,0.7597,0,5,5.4,4.4,3.9,2.1,1.7,,,2004-03-13 00:00:00,3,0.0,1.0,3.866666666666667,1.3868429375143108,2.85,1.4994443415256637
2004-03-13 01:00:00,13/03/2004,01.00.00,1.9,1196.0,7.4,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,1,5,2.7,3.5,3.7,2.5,1.9,,,2004-03-13 01:00:00,3,0.25881904510252074,0.9659258262890683,3.3333333333333335,1.8339392937971861,2.85,1.4994443415256637
2004-03-13 02:00:00,13/03/2004,02.00.00,1.6,1184.0,5.4,83.0,1176.0,82.0,1365.0,1043.0,8.8,63.9,0.7256,2,5,1.9,5.4,6.6,2.7,1.4,,,2004-03-13 02:00:00,3,0.49999999999999994,0.8660254037844387,2.066666666666667,0.5686240703077204,2.8590909090909093,1.4908160408086792
2004-03-13 03:00:00,13/03/2004,03.00.00,1.7,1172.0,5.4,,1179.0,,1380.0,996.0,7.8,67.5,0.7173,3,5,1.6,2.7,4.4,2.9,0.8,,,2004-03-13 03:00:00,3,0.7071067811865475,0.7071067811865476,1.7333333333333334,0.1527525231651478,2.9,1.443210706327091
2004-03-13 04:00:00,13/03/2004,04.00.00,,1147.0,6.2,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158,4,5,1.7,1.9,3.5,2.8,,,,2004-03-13 04:00:00,3,0.8660254037844386,0.5000000000000001,1.6500000000000001,0.07071067811845128,2.9,1.443210706327091
2004-03-13 05:00:00,13/03/2004,05.00.00,1.0,978.0,2.6,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,5,5,,1.6,5.4,2.4,0.6,,,2004-03-13 05:00:00,3,0.9659258262890683,0.25881904510252074,1.35,0.49497474683055354,2.9181818181818184,1.4151009937494992
2004-03-13 06:00:00,13/03/2004,06.00.00,1.2,1100.0,2.9,53.0,1406.0,60.0,1268.0,835.0,7.2,67.5,0.6887,6,5,1.0,1.7,2.7,3.9,0.8,,,2004-03-13 06:00:00,3,1.0,6.123233995736766e-17,1.1,0.14142135623720348,2.936363636363637,1.3889171714292063
2004-03-13 07:00:00,13/03/2004,07.00.00,1.5,1112.0,5.1,139.0,1228.0,77.0,1409.0,940.0,6.3,71.9,0.6932,7,5,1.2,,1.9,3.7,1.4,,,2004-03-13 07:00:00,3,0.9659258262890683,-0.25881904510252063,1.2333333333333334,0.25166114784232885,2.940909090909091,1.3838039672993492
2004-03-13 08:00:00,13/03/2004,08.00.00,2.7,1336.0,11.8,256.0,935.0,96.0,1678.0,1192.0,6.5,71.6,0.6945,8,5,1.5,1.0,1.6,6.6,4.4,,,2004-03-13 08:00:00,3,0.8660254037844387,-0.49999999999999983,1.8,0.7937253933193684,2.8636363636363638,1.3453784932290571
2004-03-13 09:00:00,13/03/2004,09.00.00,3.7,1408.0,15.1,295.0,830.0,119.0,1777.0,1411.0,9.6,59.7,0.7124,9,5,2.7,1.2,1.7,4.4,,,,2004-03-13 09:00:00,3,0.7071067811865476,-0.7071067811865475,2.6333333333333333,1.1015141094572143,2.9,1.3259644860183157
2004-03-13 10:00:00,13/03/2004,10.00.00,3.2,1447.0,12.9,250.0,869.0,126.0,1667.0,1465.0,12.4,51.2,0.7335,10,5,3.7,1.5,,3.5,3.1,,,2004-03-13 10:00:00,3,0.49999999999999994,-0.8660254037844387,3.2000000000000006,0.4999999999999866,2.904347826086956,1.3268137708844803
2004-03-13 11:00:00,13/03/2004,11.00.00,4.1,1542.0,16.1,296.0,808.0,158.0,1780.0,1583.0,15.6,42.2,0.7451,11,5,3.2,2.7,1.0,5.4,2.7,,,2004-03-13 11:00:00,3,0.258819045102521,-0.9659258262890682,3.6666666666666665,0.45092497528227443,2.965217391304348,1.3489419071163524
2004-03-13 12:00:00,13/03/2004,12.00.00,3.6,1451.0,14.0,239.0,875.0,161.0,1679.0,1387.0,18.4,33.8,0.709,12,5,4.1,3.7,1.2,2.7,2.1,,,2004-03-13 12:00:00,3,1.2246467991473532e-16,-1.0,3.6333333333333333,0.4509249752822744,3.0304347826086957,1.34144927820917
2004-03-13 13:00:00,13/03/2004,13.00.00,2.8,1328.0,12.3,153.0,987.0,124.0,1600.0,1101.0,19.4,31.3,0.695,13,5,3.6,3.2,1.5,1.9,2.5,,,2004-03-13 13:00:00,3,-0.2588190451025208,-0.9659258262890683,3.5,0.6557438524301897,3.0434782608695654,1.337509927560954
2004-03-13 14:00:00,13/03/2004,14.00.00,2.0,1207.0,8.6,118.0,1088.0,102.0,1488.0,850.0,18.0,34.8,0.7127,14,5,2.8,4.1,2.7,1.6,2.7,,,2004-03-13 14:00:00,3,-0.4999999999999998,-0.8660254037844388,2.8000000000000003,0.7999999999999909,3.0130434782608693,1.353548987536128
2004-03-13 15:00:00,13/03/2004,15.00.00,2.0,1240.0,9.2,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042,15,5,2.0,3.6,3.7,1.7,2.9,,,2004-03-13 15:00:00,3,-0.7071067811865471,-0.7071067811865479,2.266666666666667,0.46188021535168383,2.9739130434782606,1.3698763684442958
2004-03-13 16:00:00,13/03/2004,16.00.00,2.5,1306.0,10.2,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,16,5,2.0,2.8,3.2,,2.8,,,2004-03-13 16:00:00,3,-0.8660254037844384,-0.5000000000000004,2.1666666666666665,0.288675134594786,2.960869565217391,1.3730321887356993
2004-03-13 17:00:00,13/03/2004,17.00.00,2.3,1326.0,10.6,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,17,5,2.5,2.0,4.1,1.0,2.4,,,2004-03-13 17:00:00,3,-0.9659258262890683,-0.25881904510252063,2.266666666666666,0.25166114784232785,2.9565217391304346,1.375045813106709
2004-03-13 18:00:00,13/03/2004,18.00.00,3.2,1473.0,15.5,227.0,831.0,148.0,1779.0,1395.0,16.1,41.0,0.7451,18,5,2.3,2.0,3.6,1.2,3.9,,,2004-03-13 18:00:00,3,-1.0,-1.8369701987210297e-16,2.6666666666666665,0.47258156262524514,2.926086956521739,1.3608878757181568
2004-03-13 19:00:00,13/03/2004,19.00.00,4.2,1609.0,19.6,277.0,758.0,165.0,1922.0,1612.0,15.8,42.4,0.7569,19,5,3.2,2.5,2.8,1.5,3.7,,,2004-03-13 19:00:00,3,-0.9659258262890684,0.2588190451025203,3.233333333333333,0.9504384952922091,2.9478260869565216,1.377702159796056
2004-03-13 20:00:00,13/03/2004,20.00.00,4.2,1611.0,19.2,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,20,5,4.2,2.3,2.0,2.7,6.6,,,2004-03-13 20:00:00,3,-0.8660254037844386,0.5000000000000001,3.866666666666667,0.5773502691896129,2.8434782608695657,1.1626091686596063
2004-03-13 21:00:00,13/03/2004,21.00.00,4.2,1621.0,18.3,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,21,5,4.2,3.2,2.0,3.7,4.4,,,2004-03-13 21:00:00,3,-0.7071067811865477,0.7071067811865474,4.2,0.0,2.8347826086956522,1.1511293646802894
2004-03-13 22:00:00,13/03/2004,22.00.00,3.1,1444.0,13.1,214.0,844.0,143.0,1748.0,1624.0,14.6,48.6,0.806,22,5,4.2,4.2,2.5,3.2,3.5,,,2004-03-13 22:00:00,3,-0.5000000000000004,0.8660254037844384,3.8333333333333335,0.6350852961085767,2.817391304347826,1.1436195226771093
2004-03-13 23:00:00,13/03/2004,23.00.00,2.6,1418.0,10.9,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,23,5,3.1,4.2,2.3,4.1,5.4,,,2004-03-13 23:00:00,3,-0.25881904510252157,0.9659258262890681,3.3000000000000003,0.8185352771872361,2.6956521739130435,0.9956625299356123
2004-03-14 00:00:00,14/03/2004,00.00.00,2.9,1534.0,11.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,0,6,2.6,4.2,3.2,3.6,2.7,,,2004-03-14 00:00:00,3,0.0,1.0,2.8666666666666667,0.2516611478423297,2.7043478260869565,0.9965751629134484
2004-03-14 01:00:00,14/03/2004,01.00.00,2.8,1484.0,11.9,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,1,6,2.9,3.1,4.2,2.8,1.9,,,2004-03-14 01:00:00,3,0.25881904510252074,0.9659258262890683,2.766666666666667,0.15275252316514787,2.743478260869565,0.9811060951601881
2004-03-14 02:00:00,14/03/2004,02.00.00,2.5,1367.0,8.6,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,2,6,2.8,2.6,4.2,2.0,1.6,,,2004-03-14 02:00:00,3,0.49999999999999994,0.8660254037844387,2.733333333333333,0.2081665999465791,2.782608695652174,0.9509096955083882
2004-03-14 03:00:00,14/03/2004,03.00.00,2.4,1344.0,9.7,,921.0,,1620.0,1278.0,11.6,63.4,0.8674,3,6,2.5,2.9,4.2,2.0,1.7,,,2004-03-14 03:00:00,3,0.7071067811865475,0.7071067811865476,2.5666666666666664,0.20816659994657985,2.8130434782608695,0.9255486568546958
